title,Release_year,cluster_tfidf_first,cluster_tfidf_second,cluster_lda_major_first,cluster_lda_major_second,cluster_lda_major_second_finer
Team America: World Police,2004,11,12,6,2,17
The Terminal,2004,0,17,21,16,2
Torque,2004,16,20,5,14,2
Troy,2004,6,20,20,18,2
Twisted,2004,5,6,11,0,12
 Undertow,2004,12,22,20,6,2
 Van Helsing,2004,6,20,21,0,2
Vanity Fair,2004,14,16,4,18,2
A Very Long Engagement,2004,3,14,20,5,7
The Village,2004,0,17,4,18,2
Voces inocentes,2004,1,15,7,5,2
 Walking Tall,2004,2,13,6,2,15
Wake of Death,2004,5,4,21,0,2
We Don't Live Here Anymore,2004,12,0,5,13,44
Welcome to Mooseport,2004,10,17,22,13,29
When Will I Be Loved,2004,13,18,17,18,40
White Chicks,2004,19,3,6,18,2
The Whole Ten Yards,2004,16,4,21,18,2
Wicker Park,2004,0,17,6,18,2
Win a Date with Tad Hamilton!,2004,18,10,20,18,2
Winter Solstice,2004,1,15,6,13,2
Without a Paddle,2004,9,4,6,11,2
The Woodsman,2004,0,17,18,18,37
The Work and the Glory,2004,12,11,6,18,2
You Got Served,2004,13,18,21,18,2
 The 40-Year-Old Virgin,2005,10,0,20,18,2
51 Birch Street,2005,12,22,6,18,2
 The Adventures of Sharkboy and Lavagirl in 3-D,2005,19,11,6,18,16
Æon Flux,2005,6,20,9,18,2
The Amityville Horror,2005,18,10,17,16,2
Are We There Yet?,2005,22,19,6,18,18
Assault on Precinct 13,2005,6,20,20,5,2
 Bad News Bears,2005,8,8,8,18,2
The Ballad of Jack and Rose,2005,4,11,6,6,2
Batman Begins,2005,19,4,9,5,37
The Baxter,2005,10,3,13,18,30
Be Cool,2005,6,20,21,1,4
Beauty Shop,2005,0,17,20,18,2
Because of Winn-Dixie,2005,4,11,21,17,10
Bee Season,2005,4,11,6,18,32
Bewitched,2005,10,17,20,18,18
Bigger Than the Sky,2005,8,8,13,5,18
Boogeyman,2005,18,10,6,18,16
Brokeback Mountain,2005,4,0,21,18,2
Broken Flowers,2005,3,14,6,18,2
The Brothers Grimm,2005,19,13,21,18,29
Capote,2005,5,6,11,18,2
Casanova,2005,15,9,18,5,2
The Cave,2005,2,4,6,18,2
Charlie and the Chocolate Factory,2005,13,18,21,18,2
Cheaper by the Dozen 2,2005,12,22,1,18,2
Chicken Little,2005,4,11,0,18,36
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,0,3,19,5,2
The Chumscrubber,2005,15,9,22,4,22
Cinderella Man,2005,17,1,11,18,16
Coach Carter,2005,8,8,20,18,2
Constantine,2005,0,13,6,18,32
Corpse Bride,2005,5,6,17,18,2
The Crow: Wicked Prayer,2005,6,4,17,18,37
Cruel World,2005,18,10,4,18,2
Cry_Wolf,2005,9,4,2,18,2
Cursed,2005,16,4,1,18,2
 Daltry Calhoun,2005,7,22,21,21,21
Dark Water,2005,15,9,21,18,2
Derailed,2005,16,18,18,6,2
The Derby Stallion,2005,0,17,17,20,26
Deuce Bigalow: European Gigolo,2005,3,14,21,18,2
The Devil's Rejects,2005,16,2,6,18,2
Diary of a Mad Black Woman,2005,13,3,6,6,2
Dirty Love,2005,21,5,8,18,9
Dominion: Prequel to the Exorcist,2005,16,20,6,18,2
Domino,2005,13,18,6,15,2
Don't Come Knocking,2005,11,12,7,14,16
Doom,2005,2,7,8,7,42
Dreamer,2005,4,11,16,5,2
Duck,2005,3,3,4,18,37
The Dukes of Hazzard,2005,20,3,17,18,2
Duma,2005,4,11,18,18,37
The Dying Gaul,2005,3,14,9,10,37
 Elektra,2005,6,20,8,18,2
Elizabethtown,2005,4,11,17,18,7
Everything Is Illuminated,2005,6,4,4,5,35
The Exorcism of Emily Rose,2005,4,11,11,18,2
 The Family Stone,2005,12,22,6,18,2
Fantastic Four,2005,19,13,21,7,4
Fever Pitch,2005,10,17,4,18,2
Flightplan,2005,19,4,6,18,2
The Fog,2005,5,6,16,19,18
Four Brothers,2005,20,2,5,18,2
Frankenstein vs. the Creature from Blood Cove,2005,2,10,13,22,28
Fun with Dick and Jane,2005,19,17,6,18,2
 The Game of Their Lives,2005,9,7,11,10,6
Get Rich or Die Tryin',2005,16,9,13,18,2
Getting Played,2005,3,14,20,18,6
Goal!,2005,8,8,20,18,2
"Good Night, and Good Luck",2005,2,17,6,6,12
The Great Raid,2005,11,12,8,5,24
The Greatest Game Ever Played,2005,8,8,21,18,25
Green Street,2005,17,1,6,18,32
Guess Who,2005,4,0,11,15,32
 Happy Endings,2005,14,3,2,11,36
Harry Potter and the Goblet of Fire,2005,6,20,16,18,2
Her Minor Thing,2005,3,14,17,13,38
Herbie: Fully Loaded,2005,22,19,16,18,2
Hide and Seek,2005,16,3,18,18,16
A History of Violence,2005,6,20,21,0,2
Hitch,2005,10,0,9,11,37
The Hitchhiker's Guide to the Galaxy,2005,19,13,6,18,2
The Honeymooners,2005,13,18,0,10,44
Hoodwinked!,2005,20,2,21,5,37
Hostage,2005,16,10,1,5,17
Hostel,2005,16,20,6,18,2
House of D,2005,15,16,4,18,2
House of Wax,2005,22,4,6,18,18
Hustle & Flow,2005,9,7,11,18,26
 The Ice Harvest,2005,13,18,19,18,2
Ice Princess,2005,15,9,1,18,26
In Her Shoes,2005,10,3,6,18,29
In the Mix,2005,21,5,19,5,29
Intermedio,2005,3,14,22,18,2
The Interpreter,2005,6,20,8,8,2
Into the Blue,2005,6,3,9,10,2
The Island,2005,19,3,8,11,2
 The Jacket,2005,15,9,8,18,2
Jarhead,2005,2,13,13,18,2
Junebug,2005,12,22,6,18,33
Just Friends,2005,10,3,6,18,2
Just Like Heaven,2005,0,17,6,18,29
 Kicking & Screaming,2005,14,16,20,18,2
Kids in America,2005,1,15,22,13,2
King Kong,2005,6,4,12,18,16
King's Ransom,2005,13,18,15,18,2
Kingdom of Heaven,2005,2,13,13,5,2
Kiss Kiss Bang Bang,2005,16,4,6,7,2
Land of the Dead,2005,6,20,6,18,44
Lassie,2005,12,22,13,18,15
Last Days,2005,18,10,0,18,16
The League of Gentlemen's Apocalypse,2005,6,20,21,7,2
The Legend of Zorro,2005,14,16,20,18,2
The Longest Yard,2005,0,17,16,18,2
Lord of War,2005,14,20,6,18,2
Lords of Dogtown,2005,10,3,21,18,2
The Lost City,2005,12,22,6,6,44
A Lot Like Love,2005,7,21,1,18,45
 Mad Hot Ballroom,2005,1,15,2,19,2
Madagascar,2005,19,13,6,18,18
The Man,2005,19,18,5,18,2
Man of the House,2005,16,4,2,19,2
Marilyn Hotchkiss' Ballroom Dancing and Charm School,2005,10,3,6,16,2
The Matador,2005,0,17,6,18,2
Match Point,2005,5,6,14,18,2
Me and You and Everyone We Know,2005,10,0,1,18,2
Memoirs of a Geisha,2005,15,9,18,18,2
MirrorMask,2005,15,9,6,12,2
Miss Congeniality 2: Armed and Fabulous,2005,10,21,16,4,23
Monster-in-Law,2005,4,3,1,7,2
The Mostly Unfabulous Social Life of Ethan Green,2005,18,10,21,4,2
Mr. & Mrs. Smith,2005,17,1,11,5,2
Mrs. Palfrey at the Claremont,2005,7,21,5,18,33
Munich,2005,6,20,6,6,2
Must Love Dogs,2005,0,17,19,18,36
 Nanny McPhee,2005,12,22,6,18,18
Never Been Thawed,2005,8,8,16,22,25
The New World,2005,21,5,6,5,2
Neverwas,2005,4,3,18,17,10
New York Doll,2005,11,12,11,22,29
North Country,2005,10,21,17,18,29
 Our Very Own,2005,18,10,7,15,12
 The Pacifier,2005,1,15,16,18,2
The Perfect Man,2005,15,9,11,18,2
Pooh's Heffalump Movie,2005,15,9,6,18,19
Popstar,2005,1,15,6,9,3
Pretty Persuasion,2005,1,15,7,3,10
Prime,2005,10,0,10,19,2
"The Prize Winner of Defiance, Ohio",2005,12,22,20,18,2
The Producers,2005,8,8,20,11,18
Proof,2005,4,11,20,18,2
 Racing Stripes,2005,10,17,2,18,2
Rebound,2005,1,15,17,21,37
Red Eye,2005,4,11,21,11,2
Rent,2005,9,17,6,5,17
The Ring Two,2005,19,13,5,18,2
The Ringer,2005,10,17,21,18,2
Robots,2005,19,13,11,16,4
Roll Bounce,2005,4,11,9,6,15
Rumor Has It...,2005,4,11,13,4,2
 Sahara,2005,19,13,2,6,2
Saw II,2005,18,10,21,5,2
Serenity,2005,2,13,21,13,2
Shadowboxer,2005,16,4,21,6,2
Shopgirl,2005,10,0,6,5,2
Sin City,2005,6,20,21,5,2
The Sisterhood of the Traveling Pants,2005,4,11,21,18,2
The Skeleton Key,2005,18,10,21,0,2
Sky High,2005,1,15,6,5,2
Smile,2005,7,21,19,16,20
Son of the Mask,2005,4,11,6,18,2
A Sound of Thunder,2005,19,21,17,18,2
The Squid and the Whale,2005,1,15,2,18,2
Star Wars: Episode III – Revenge of the Sith,2005,6,20,10,18,2
Stay,2005,16,4,6,18,2
Stealth,2005,2,13,6,18,2
Syriana,2005,14,16,6,5,2
 The Thing About My Folks,2005,7,3,5,6,30
The Three Burials of Melquiades Estrada,2005,16,20,18,18,2
Thru the Moebius Strip,2005,4,11,0,18,28
Thumbsucker,2005,4,11,18,18,2
Traci Townsend,2005,7,21,10,13,4
Transamerica,2005,13,18,6,18,2
Transporter 2,2005,6,19,21,5,2
Two for the Money,2005,13,18,16,18,2
 Underclassman,2005,1,15,6,5,23
Undiscovered,2005,21,5,4,5,14
An Unfinished Life,2005,14,16,20,17,2
The Upside of Anger,2005,12,0,6,7,33
 Venom,2005,22,19,17,18,2
 Waiting...,2005,11,12,7,17,2
Walk the Line,2005,0,11,17,18,2
War of the Worlds,2005,2,4,8,18,2
The War Within,2005,2,13,6,2,2
The Weather Man,2005,4,11,7,11,2
Wedding Crashers,2005,21,3,6,4,2
The Wedding Date,2005,21,5,20,5,18
Where the Truth Lies,2005,10,17,17,18,2
White Noise,2005,14,16,11,18,33
The World's Fastest Indian,2005,22,19,19,18,34
 xXx: State of the Union,2005,6,20,6,13,2
" Yours, Mine and Ours",2005,17,22,6,18,2
 Zathura,2005,18,10,6,18,2
 .45,2006,10,17,17,18,2
16 Blocks,2006,20,2,16,18,2
The 8th Plague,2006,7,21,7,18,44
9/Tenths,2006,2,3,16,18,2
Abominable,2006,16,4,6,18,18
Accepted,2006,1,15,16,18,2
Akeelah and the Bee,2006,4,11,20,18,2
Al Franken: God Spoke,2006,11,12,3,16,25
The Alibi,2006,3,14,11,4,9
All the King's Men,2006,19,13,6,15,36
Alone with Her,2006,10,0,17,18,23
Amazing Grace,2006,10,21,6,6,20
American Dreamz,2006,11,12,6,16,2
American Hardcore,2006,11,12,1,11,34
Analog Days,2006,21,3,7,1,5
Another Gay Movie,2006,21,3,15,18,18
The Ant Bully,2006,2,13,18,5,37
Apocalypto,2006,14,16,11,5,19
Aquamarine,2006,0,17,21,18,2
The Architect,2006,18,10,16,18,2
Art School Confidential,2006,21,5,13,18,2
Artie Lange's Beer League,2006,8,8,0,18,2
As You Like It,2006,8,8,12,6,30
Asian Stories,2006,7,21,21,2,28
Ask the Dust,2006,21,5,6,18,36
The Astronaut Farmer,2006,12,22,8,0,2
ATL,2006,10,15,1,18,2
Automaton Transfusion,2006,17,1,8,18,44
Automatons,2006,19,13,4,5,2
 Babel,2006,20,2,6,18,2
Bambi II,2006,4,11,4,0,2
Barnyard,2006,4,3,6,11,44
Basic Instinct 2,2006,5,6,6,2,2
The Beach Party at the Threshold of Hell,2006,11,12,18,2,12
Beerfest,2006,12,22,20,18,2
Behind the Mask: The Rise of Leslie Vernon,2006,11,12,11,5,2
Bella,2006,4,11,8,18,2
The Benchwarmers,2006,8,8,1,18,2
Bickford Shmeckler's Cool Ideas,2006,10,0,18,5,34
The Big Bad Swim,2006,9,7,21,3,20
Big Bad Wolf,2006,6,4,7,16,16
Big Dreams Little Tokyo,2006,8,8,21,7,24
Big Momma's House 2,2006,12,22,19,18,2
Black Christmas,2006,18,10,20,8,29
The Black Dahlia,2006,5,6,14,18,32
Blind Dating,2006,21,5,18,18,16
Blood Diamond,2006,12,22,6,18,2
Bloody Mary,2006,11,3,0,6,45
Borat! Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,10,17,17,18,2
Bordertown,2006,16,4,6,18,2
Brand Upon the Brain!,2006,15,9,17,18,2
Breaking and Entering,2006,20,2,6,18,41
The Break-Up,2006,10,0,11,22,2
The Breed,2006,2,19,14,14,16
Broken Bridges,2006,4,11,13,0,21
 Caffeine,2006,17,1,21,5,37
Cars,2006,22,19,16,18,2
Casino Royale,2006,13,18,16,18,2
Catch a Fire,2006,12,22,16,18,2
Chalk,2006,8,8,10,6,33
Charlotte's Web,2006,4,11,16,16,26
Chasing the Horizon,2006,11,12,2,18,4
Children of Men,2006,9,7,5,18,10
Christmas at Maxwell's,2006,12,3,19,15,33
Church Ball,2006,21,3,0,1,38
Civic Duty,2006,11,12,18,0,41
Clerks II,2006,0,17,6,4,37
Click,2006,12,22,6,17,7
Color of the Cross,2006,3,14,6,5,2
Come Early Morning,2006,4,11,20,18,2
The Contract,2006,6,20,21,18,2
Copying Beethoven,2006,21,5,17,18,2
The Covenant,2006,14,16,20,18,2
Crank,2006,6,20,21,5,2
Crossover,2006,8,8,11,18,26
Curious George,2006,19,3,4,18,19
The Curiosity of Chance,2006,1,15,21,19,25
 The Da Vinci Code,2006,20,2,5,18,2
Daft Punk's Electroma,2006,19,21,11,18,25
Dance Party USA,2006,0,17,5,8,24
Danika,2006,22,19,6,6,2
Danny Roane: First Time Director,2006,11,12,18,14,7
Dark Corners,2006,7,21,16,12,2
The Darwin Awards,2006,11,12,12,19,2
Date Movie,2006,21,3,6,18,2
Dave Chappelle's Block Party,2006,11,12,17,18,36
The Dead Girl,2006,7,21,8,17,40
The Death of Poe,2006,10,21,14,12,32
Déjà Vu,2006,22,19,2,18,2
Deck the Halls,2006,18,10,16,18,2
The Departed,2006,20,2,6,18,33
The Devil Wears Prada,2006,0,17,6,18,2
Diggers,2006,4,11,12,5,33
Disappearances,2006,13,18,1,0,19
DOA: Dead or Alive,2006,17,1,4,18,2
Dreamgirls,2006,9,7,21,5,2
Dreamland,2006,4,11,14,13,31
Driftwood,2006,7,3,10,18,23
Disaster Zone: Volcano in New York,2006,16,20,11,18,18
 East Side Story,2006,7,0,20,2,2
Employee of the Month,2006,10,17,17,18,2
Encounter Point,2006,12,22,21,19,15
End Game,2006,18,10,6,16,0
Eight Below,2006,19,21,11,18,30
Eragon,2006,2,13,6,18,2
Everyone's Hero,2006,4,11,10,18,4
Evil Bong,2006,6,4,6,18,2
Expiration Date,2006,3,14,6,18,12
 Facing the Giants,2006,7,21,21,18,15
Factory Girl,2006,10,0,21,18,2
Failure to Launch,2006,3,3,10,12,19
The Fall,2006,10,17,1,0,37
The Fast and the Furious: Tokyo Drift,2006,22,19,16,18,20
Fast Food Nation,2006,10,21,8,18,7
Fatwa,2006,5,6,13,5,6
Fay Grim,2006,7,16,20,10,12
Fifty Pills,2006,13,18,16,17,16
Final Destination 3,2006,6,4,6,1,25
Find Me Guilty,2006,12,22,16,18,2
Firewall,2006,18,10,8,18,2
First Snow,2006,0,21,11,16,37
Flags of Our Fathers,2006,0,16,1,22,2
Flicka,2006,4,11,13,2,2
Flourish,2006,11,3,1,22,13
Flushed Away,2006,12,22,21,18,2
Flyboys,2006,2,13,21,18,2
For Your Consideration,2006,11,12,6,18,18
Forget About It,2006,8,8,4,7,32
The Fountain,2006,7,21,13,18,2
Freedomland,2006,20,2,17,20,2
Free Jimmy,2006,9,7,6,18,2
Friends with Money,2006,21,5,1,17,22
Full Grown Men,2006,14,16,2,11,28
 Game 6,2006,8,8,11,9,16
Garfield: A Tail of Two Kitties,2006,19,13,21,0,2
The Genius Club,2006,9,7,10,18,40
Glory Road,2006,8,8,16,18,2
The Good German,2006,11,12,6,6,2
The Good Shepherd,2006,14,16,6,18,44
A Good Year,2006,19,21,16,5,2
Goya's Ghosts,2006,4,11,6,18,2
Grandma's Boy,2006,10,17,6,18,2
Gridiron Gang,2006,8,8,11,18,2
The Groomsmen,2006,10,21,16,18,2
The Grudge 2,2006,18,10,17,18,0
The Guardian,2006,1,15,6,0,2
A Guide to Recognizing Your Saints,2006,4,11,12,18,15
 Half Nelson,2006,1,15,4,18,2
The Hamiltons,2006,12,22,16,18,2
Happy Feet,2006,9,7,6,18,2
The Hard Corps,2006,10,21,18,18,26
Harsh Times,2006,16,17,20,18,2
Header,2006,16,20,1,18,33
The Heart of the Game,2006,1,15,20,18,2
The Hills Have Eyes,2006,6,4,6,18,10
The Holiday,2006,10,17,20,18,2
Hollywoodland,2006,14,16,16,4,2
Hollow Man 2,2006,16,14,20,2,2
Home of the Brave,2006,2,16,6,5,2
Hood of Horror,2006,0,17,8,18,2
Hoot,2006,1,15,21,0,2
How to Eat Fried Worms,2006,1,15,3,5,2
Hurricane on the Bayou,2006,11,12,2,18,2
 I Want Someone to Eat Cheese With,2006,1,15,21,14,6
Ice Age: The Meltdown,2006,19,13,1,18,2
Idiocracy,2006,19,4,8,18,16
Idlewild,2006,16,10,21,5,2
The Illusionist,2006,5,6,6,5,2
Infamous,2006,10,6,1,18,2
Inland Empire,2006,11,12,6,18,18
Inside Man,2006,20,2,6,5,2
Invincible,2006,8,8,21,18,2
Interkosmos,2006,11,12,18,5,17
Jimmy and Judy,2006,21,5,18,13,9
John Tucker Must Die,2006,10,3,11,18,2
Just My Luck,2006,0,17,6,18,2
 Kalamazoo?,2006,7,15,1,5,20
Karla,2006,5,4,6,2,2
Keeping Up with the Steins,2006,14,16,4,18,11
 Lady in the Water,2006,2,4,21,18,2
The Lake House,2006,18,10,20,8,2
Land of the Blind,2006,10,21,6,18,2
Larry the Cable Guy: Health Inspector,2006,10,3,20,8,29
The Last Kiss,2006,0,17,17,18,2
Last Holiday,2006,19,17,6,18,2
The Last Winter,2006,9,7,8,18,18
Let's Go to Prison,2006,19,3,16,18,2
Letters from Iwo Jima,2006,2,13,13,9,44
Little Chenier,2006,14,16,0,14,36
Little Children,2006,15,3,6,18,2
Little Man,2006,18,3,13,12,18
Little Miss Sunshine,2006,12,22,16,18,2
Live Freaky! Die Freaky!,2006,5,6,6,17,11
Live Free or Die,2006,12,11,15,1,13
Local Color,2006,3,14,8,18,14
LOL,2006,10,0,9,5,21
The Long Weekend,2006,21,5,16,17,29
Loren Cass,2006,1,15,10,11,2
Loving Annabelle,2006,1,15,2,18,2
Lucky Number Slevin,2006,6,20,6,18,18
 Mad Cowgirl,2006,7,12,7,18,41
Madea's Family Reunion,2006,4,22,17,18,2
Man About Town,2006,7,21,6,6,7
Man of the Year,2006,0,17,14,13,2
Marie Antoinette,2006,12,3,20,5,2
The Marine,2006,6,4,1,0,29
Mark of the Damned,2006,3,14,18,18,2
Material Girls,2006,4,11,11,18,2
Miami Vice,2006,16,2,8,6,2
Mini's First Time,2006,5,6,4,13,25
Minotaur,2006,9,7,16,0,2
Miss Potter,2006,15,9,6,18,2
Modern Man,2006,3,14,19,22,30
Monster House,2006,18,10,6,18,17
Mission: Impossible III,2006,6,20,8,18,2
My Super Ex-Girlfriend,2006,17,1,6,5,2
 Nacho Libre,2006,17,1,10,18,2
National Lampoon's Van Wilder: The Rise of Taj,2006,1,15,10,18,20
The Nativity Story,2006,14,16,20,18,2
Night at the Museum,2006,7,21,2,5,19
The Night Listener,2006,14,16,6,18,2
Night of the Living Dead 3D,2006,18,10,22,18,44
The Night of the White Pants,2006,12,22,14,15,14
Nightmare Man,2006,3,14,6,19,33
 O Jerusalem,2006,7,21,4,19,44
The Oh in Ohio,2006,18,3,11,16,20
The Omen,2006,14,16,15,11,2
One Night with the King,2006,0,17,21,5,2
Open Season,2006,19,17,8,18,2
Over the Hedge,2006,19,4,21,18,2
 The Painted Veil,2006,21,5,6,7,2
Pan's Labyrinth,2006,14,16,8,18,2
Peaceful Warrior,2006,22,21,17,18,2
Penelope,2006,12,3,20,5,2
Perfume: The Story of a Murderer,2006,5,6,5,18,2
Phat Girlz,2006,21,5,21,5,2
The Pink Panther,2006,6,20,6,5,2
Pirates of the Caribbean: Dead Man's Chest,2006,19,13,18,4,17
Poseidon,2006,9,3,13,0,2
A Prairie Home Companion,2006,11,12,21,5,18
The Prestige,2006,3,14,21,13,18
"Puff, Puff, Pass",2006,10,17,18,5,6
Pulse,2006,0,17,17,8,32
The Pursuit of Happyness,2006,10,21,20,18,2
 The Quick and the Undead,2006,7,21,16,4,2
Quinceañera,2006,4,11,17,10,2
Relative Strangers,2006,11,9,21,2,18
The Return,2006,7,21,6,18,2
Right at Your Door,2006,18,10,18,8,2
Robotech: The Shadow Chronicles,2006,2,13,6,5,2
Rocky Balboa,2006,14,16,8,18,2
Romeo & Juliet: Sealed with a Kiss,2006,21,5,7,20,20
Room 6,2006,4,11,10,16,18
Running Scared,2006,16,4,6,6,44
Running with Scissors,2006,15,9,6,18,2
RV,2006,12,22,20,18,2
The Santa Clause 3: The Escape Clause,2006,19,3,6,15,42
The Sasquatch Gang,2006,9,7,20,4,19
Saving Shiloh,2006,5,3,14,1,18
Saw III,2006,6,20,21,18,2
A Scanner Darkly,2006,20,2,18,18,2
Scary Movie 4,2006,4,3,6,18,2
School for Scoundrels,2006,19,3,6,12,2
Scoop,2006,5,6,6,18,18
The Second Chance,2006,4,11,3,10,0
Secret of the Cave,2006,11,3,18,18,17
See No Evil,2006,6,4,1,5,2
The Sentinel,2006,6,20,6,7,2
The Shaggy Dog,2006,22,22,21,5,2
Shark Bait,2006,0,17,6,18,2
She's the Man,2006,8,3,13,18,2
Sherrybaby,2006,12,0,10,0,24
Shortbus,2006,10,0,6,18,2
Shottas,2006,13,18,21,0,25
Silent Hill,2006,19,4,11,18,2
Simon Says,2006,6,4,21,6,37
Sleeping Dogs Lie,2006,15,9,19,15,20
Slither,2006,16,4,21,0,16
Small Town Gay Bar,2006,11,12,11,7,14
Snakes on a Plane,2006,2,13,13,18,44
Snow Blind,2006,11,12,22,10,23
So Much So Fast,2006,14,16,11,10,32
Something New,2006,21,3,13,11,2
Sonhos de Peixe,2006,7,21,1,7,24
Special,2006,22,17,20,18,2
Stalking Santa,2006,11,3,6,18,19
Starter for 10,2006,21,5,6,18,2
Stay Alive,2006,8,8,11,5,2
Step Up,2006,1,15,20,18,2
Stephanie Daley,2006,15,9,6,18,29
Stick It,2006,0,17,16,18,2
Stranger Than Fiction,2006,7,21,16,18,37
Stormbreaker,2006,16,20,16,13,2
Strawberry Shortcake: The Sweet Dreams Movie,2006,3,14,1,20,28
Superman Returns,2006,19,13,6,18,37
 Take the Lead,2006,1,15,11,18,30
Talladega Nights: The Ballad of Ricky Bobby,2006,22,19,8,18,2
The Teddy Bear Master,2006,9,7,2,7,7
Tenacious D in The Pick of Destiny,2006,19,21,8,18,2
The Texas Chainsaw Massacre: The Beginning,2006,18,10,8,18,16
Thank You for Smoking,2006,14,16,16,18,2
This Film Is Not Yet Rated,2006,11,12,22,22,1
Tristan & Isolde,2006,21,5,21,18,2
Trust the Man,2006,15,3,16,7,18
Turistas,2006,16,1,6,18,2
Two Weeks,2006,12,22,7,0,32
Ultraviolet,2006,19,13,8,7,12
Unaccompanied Minors,2006,19,4,6,18,18
Underworld: Evolution,2006,6,20,16,18,17
Undoing,2006,19,17,4,1,32
United 93,2006,2,20,17,18,32
Unrest,2006,7,21,6,18,41
 V for Vendetta,2006,6,20,6,5,2
Vanaja,2006,4,11,10,18,2
 Waist Deep,2006,13,18,6,18,25
We Are Marshall,2006,8,8,3,18,2
When a Stranger Calls,2006,18,10,21,18,37
Wicked Little Things,2006,18,10,22,18,2
The Wicker Man,2006,19,13,21,18,2
The Wild,2006,19,13,6,18,2
The Woods,2006,1,15,6,18,16
World Trade Center,2006,2,2,7,9,2
Wristcutters: A Love Story,2006,22,19,16,18,2
 X-Men: The Last Stand,2006,2,13,21,7,19
Yeti: A Love Story,2006,3,14,6,18,37
"You, Me and Dupree",2006,10,3,6,18,2
 Zoom,2006,19,13,8,18,2
 10 MPH,2007,11,12,19,0,29
The 11th Hour,2007,11,12,17,8,30
1408,2007,7,21,11,18,2
3:10 to Yuma,2007,6,20,6,20,2
30 Days of Night,2007,6,4,16,18,2
300,2007,2,13,5,5,2
 Across the Universe,2007,20,2,6,18,30
Adrift in Manhattan,2007,14,16,20,17,33
Adventures of Johnny Tao,2007,17,1,18,20,44
After Sex,2007,21,0,5,14,2
Alice Upside Down,2007,15,9,6,5,2
Aliens vs. Predator: Requiem,2007,6,4,6,18,2
Alvin and the Chipmunks,2007,10,17,1,18,28
An American Crime,2007,5,6,17,18,2
American Gangster,2007,2,4,6,18,2
American Pastime,2007,14,16,8,3,2
Americanizing Shelley,2007,11,12,4,0,21
Anamorph,2007,5,6,11,18,13
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,8,8,6,18,37
Arctic Tale,2007,15,9,17,18,17
Are We Done Yet?,2007,18,10,16,18,18
The Assassination of Jesse James by the Coward Robert Ford,2007,5,3,6,18,37
August Rush,2007,4,11,19,5,2
Autism: The Musical,2007,11,12,6,18,6
Awake,2007,15,9,1,6,9
 Balls of Fury,2007,19,13,10,7,2
Because I Said So,2007,15,3,13,22,28
Bee Movie,2007,19,21,21,18,2
Before the Devil Knows You're Dead,2007,4,4,6,18,2
Believe,2007,7,21,7,16,2
Beowulf,2007,15,9,13,18,2
Big Stan,2007,2,13,9,18,2
Blades of Glory,2007,19,21,9,18,2
Blonde Ambition,2007,10,21,12,22,37
The Blue Hour,2007,7,21,6,18,2
Blue State,2007,7,4,20,17,30
The Bourne Ultimatum,2007,16,20,6,6,25
Bratz: The Movie,2007,10,17,16,19,25
The Brave One,2007,2,20,6,18,18
Breach,2007,7,21,11,18,2
Bridge to Terabithia,2007,1,15,1,18,2
Broken English,2007,21,5,11,18,24
Brooklyn Rules,2007,3,0,9,3,5
Brotherhood of Blood,2007,3,14,16,12,17
The Brothers Solomon,2007,7,21,1,4,40
The Bucket List,2007,12,22,11,18,18
 Cake: A Wedding Story,2007,7,22,11,7,36
Captivity,2007,16,14,8,18,2
Care Bears: Oopsy Does It!,2007,10,17,8,4,15
Cassandra's Dream,2007,5,6,6,18,2
Catacombs,2007,3,14,20,18,25
Chapter 27,2007,5,6,4,16,9
Charlie Wilson's War,2007,9,7,16,18,2
Chicago 10,2007,9,7,9,22,30
Code Name: The Cleaner,2007,7,21,10,20,11
The Comebacks,2007,2,21,3,14,33
The Condemned,2007,16,20,11,18,2
Control,2007,21,3,1,22,2
Cthulhu,2007,4,11,13,18,2
 Daddy Day Camp,2007,0,17,10,18,2
Daddy's Little Girls,2007,0,3,6,18,2
Dan in Real Life,2007,12,22,7,11,16
Dark Matter,2007,13,18,15,18,25
Day Zero,2007,17,1,8,19,21
Dead Silence,2007,6,4,8,18,29
Death Sentence,2007,12,22,6,18,2
Delta Farce,2007,9,4,1,5,2
Devil Girl,2007,3,14,21,13,2
Disturbia,2007,18,10,18,5,6
The Diving Bell and the Butterfly,2007,11,12,6,7,2
 Eastern Promises,2007,6,20,6,18,2
Ed Gein: The Butcher of Plainfield,2007,15,9,19,9,15
Elvis and Anabelle,2007,4,11,16,4,25
Enchanted,2007,21,3,21,7,2
Epic Movie,2007,19,4,6,18,2
Evan Almighty,2007,12,22,17,18,2
Evening,2007,21,5,16,18,2
The Ex,2007,10,17,21,18,37
Extreme Movie,2007,21,3,5,18,16
 Fantastic Four: Rise of the Silver Surfer,2007,2,13,21,7,2
Feel the Noise,2007,4,11,2,19,23
Firehouse Dog,2007,19,13,21,18,2
Fracture,2007,20,2,11,18,2
Freakshow,2007,5,6,17,18,20
Fred Claus,2007,0,17,6,18,2
Freedom Writers,2007,1,15,2,18,2
Full of It,2007,1,15,22,20,9
 The Game Plan,2007,0,3,20,5,2
Georgia Rule,2007,0,17,14,1,32
Ghost Rider,2007,6,20,16,13,2
